time,open,high,low,close,CDV Line,CDV Candles (Open),CDV Candles (High,CDV Candles (Low),CDV Candles (Close),SMA 1,SMA 2,EMA 1,EMA 2
1723728600,40573,40665,40570,40601,,91285.13362609012,96341.00313529128,91285.13362609012,93963.86629318602,,,,
1723729200,40602,40622,40525,40556,,92624.49995963807,96341.00313529128,92624.49995963807,94486.05725900261,,,,
1723729800,40558,40561,40503,40506,,93555.27860932035,93555.27860932035,89629.81827926569,91130.46483098983,,,,
1723730400,40508,40528,40417,40424,,92342.87172015509,92342.87172015509,85529.54800899542,87579.68314413055,,,,
1723731000,40424,40488,40408,40482,,89961.27743214282,89961.27743214282,85529.54800899542,86834.51050899542,,,,
1723731600,40483,40495,40442,40480,,88397.89397056912,88397.89397056912,86846.1899901275,87492.83149956146,,,,
1723732200,40479,40512,40447,40467,,87945.36273506528,87945.36273506528,85360.6822978198,86103.43614397365,,,,
1723732800,40468,40525,40459,40498,,87024.39943951947,87024.39943951947,85360.6822978198,86146.500479638,,,,
1723733400,40500,40539,40492,40534,,86585.44995957873,88660.03142741362,86585.44995957873,87796.1750444349,,,,
1723734000,40536,40576,40525,40574,,87190.81250200683,90209.67848623714,87190.81250200683,89434.85495682538,,,,
1723734600,40575,40616,40567,40595,,88312.8337294161,91454.49481276775,88312.8337294161,90832.08664950245,,,,
1723735200,40595,40607,40562,40567,,89572.46018945928,91454.49481276775,89572.46018945928,90880.63370165664,,,,
1723735800,40569,40597,40559,40589,,90226.54694555796,91457.61469580869,90226.54694555796,90882.1936431771,,,,
1723736400,40590,40607,40575,40606,,90554.37029436753,92296.11469580869,90554.37029436753,91876.86469580869,,,,
1723737000,40606,40616,40576,40576,,91215.61749508811,92296.11469580869,91215.61749508811,91796.92719580869,,,,
1723737600,40575,40600,40563,40594,,91506.27234544841,92090.82077688977,91297.73969580869,91694.28023634924,,,,
1723738200,40596,40642,40595,40624,,91600.27629089882,93242.15056412382,91600.27629089882,92666.4856705068,,,,
1723738800,40624,40657,40624,40653,,92133.38098070282,94459.60510957836,92133.38098070282,93850.87783685108,,,,
1723739400,40653,40662,40624,40629,,92992.12940877695,94459.60510957836,92992.12940877695,93891.81563589415,,,,
1723740000,40627,40633,40572,40596,,93441.97252233555,93441.97252233555,92055.63271958698,92689.82944089847,,,,
1723740600,40598,40623,40588,40616,,93065.90098161701,93065.90098161701,92055.63271958698,92407.70414815842,,,,
1723741200,40618,40619,40581,40581,,92736.80256488771,92759.77557672984,92058.13083988773,92408.95320830878,,,,
1723741800,40582,40600,40577,40597,,92572.87788659825,92818.95692684426,92058.13083988773,92438.54388336599,,,,
1723742400,40597,40644,40594,40623,,92505.71088498211,93963.51692684426,92505.71088498211,93391.23692684426,,,,
1723743000,40623,40640,40623,40629,,92948.47390591318,94489.81104449132,92948.47390591318,94226.66398566778,,,,
1723743600,40628,40637,40616,40628,,93587.56894579048,94996.81104449132,93587.56894579048,94743.31104449132,,,,
1723744200,40627,40636,40617,40629,,94165.4399951409,95354.36367607026,94165.4399951409,95175.5873602808,,,,
1723744800,40631,40649,40623,40632,,94670.51367771084,95836.20982991642,94670.51367771084,95595.28675299334,,,,
1723745400,40631,40639,40617,40638,,95132.9002153521,96490.6871026437,95132.9002153521,96163.44846628007,,,,
1723746000,40638,40653,40629,40647,,95648.17434081608,96964.3746026437,95648.17434081608,96727.5308526437,,,,
1723746600,40648,40656,40638,40653,,96187.85259672989,97519.56904708814,96187.85259672989,97241.97182486592,,,,
1723747200,40654,40686,40652,40673,,96714.9122107979,98536.70140002931,96714.9122107979,98028.13522355873,,,,
1723747800,40673,40674,40643,40662,,97371.52371717832,98536.70140002931,97371.52371717832,98239.31430325512,,,,
1723748400,40661,40666,40632,40662,,97805.41901021672,98410.3095594221,97805.41901021672,98176.1183829515,,,,
1723749000,40662,40683,40651,40677,,97990.76869658411,99257.7783094221,97990.76869658411,98834.0439344221,,,,
1723749600,40678,40699,40668,40695,,98412.4063155031,100107.06863200275,98412.4063155031,99682.42347071241,,,,
1723750200,40694,40715,40683,40710,,99047.41489310775,101200.56863200275,99047.41489310775,100653.81863200275,,,,
1723750800,40710,40714,40661,40670,,99850.61676255525,101200.56863200275,99416.89882068199,100308.73372634235,,,,
1723751400,40669,40699,40613,40690,,100079.6752444488,103558.7941695192,99416.89882068199,101487.84649510059,,,,
1723752000,40690,40706,40670,40690,,100783.76086977469,104789.2941695192,100783.76086977469,104174.0441695192,,,,
1723752600,40690,40692,40659,40659,,102478.90251964694,104789.2941695192,102478.90251964694,104603.59719982222,,,,
1723815000,40620,40702,40617,40636,,103541.24985973458,109401.95317130173,103541.24985973458,106909.92670071349,,,,
1723815600,40636,40674,40615,40652,,105225.58828022404,111350.04639164072,105225.58828022404,110375.99978147123,,,,
1723816200,40650,40681,40631,40659,,107800.79403084764,112481.07639164072,107800.79403084764,111915.56139164072,,,,
1723816800,40661,40756,40632,40642,,109858.17771124418,112481.07639164072,109858.17771124418,111254.0441335762,,,,
1723817400,40640,40670,40619,40651,,110556.11092241018,111592.81579708031,110027.01187551169,110809.91383629601,,,,
1723818000,40650,40664,40611,40612,,110683.0123793531,111592.81579708031,109753.92900462748,110673.3724008539,,,,
1723818600,40613,40629,40566,40615,,110678.1923901035,111187.5401157386,109753.92900462748,110470.73456018303,,,,
1723819200,40615,40637,40586,40609,,110574.46347514327,111187.5401157386,109989.98129220918,110588.7607039739,,,,
1723819800,40610,40664,40609,40641,,110581.61208955859,111536.41765584555,109989.98129220918,110763.19947402735,,,,
1723820400,40641,40666,40638,40655,,110672.40578179297,112603.66765584555,110672.40578179297,112070.04265584555,,,,
1723821000,40654,40686,40637,40685,,111371.22421881926,113917.95337013126,111371.22421881926,113260.8105129884,,,,
1723821600,40683,40698,40654,40694,,112316.01736590383,115046.70337013126,112316.01736590383,114482.32837013126,,,,
1723822200,40695,40695,40665,40674,,113399.17286801754,115046.70337013126,113399.17286801754,114492.92837013127,,,,
1723822800,40676,40726,40673,40716,,113946.0506190744,114989.3514833388,113939.15337013126,114464.25242673504,,,,
1723823400,40715,40744,40700,40731,,114205.15152290472,116079.57875606608,114205.15152290472,115534.46511970245,,,,
1723824000,40730,40749,40724,40730,,114869.80832130359,116653.07875606608,114869.80832130359,116366.32875606608,,,,
1723824600,40731,40776,40726,40764,,115618.06853868483,118172.80875606608,115618.06853868483,117412.94375606609,,,,
1723825200,40764,40770,40738,40747,,116515.50614737546,118172.80875606608,116515.50614737546,117683.95719356608,,,,
1723825800,40746,40769,40738,40763,,117099.73167047076,117943.7507923564,117099.73167047076,117569.42821171123,,,,
1723826400,40763,40783,40755,40783,,117334.579941091,118969.7507923564,117334.579941091,118456.7507923564,,,,
1723827000,40784,40844,40778,40827,,117895.6653667237,120625.39473175033,117895.6653667237,119797.57276205337,,,,
1723827600,40828,40833,40796,40802,,118846.61906438853,120625.39473175033,118846.61906438853,119940.0568939125,,,,
1723828200,40802,40823,40800,40818,,119393.33797915051,119953.32775172683,119254.71905607465,119604.02340390073,,,,
1723828800,40819,40819,40784,40800,,119498.68069152563,119953.32775172683,119300.69918029825,119627.01346601255,,,,
1723829400,40800,40819,40794,40807,,119562.84707876909,119707.09918029825,119300.69918029825,119503.89918029826,,,,
1723830000,40809,40821,40798,40813,,119533.37312953368,120132.64265855911,119533.37312953368,119919.87091942868,,,,
1723830600,40812,40821,40777,40819,,119726.62202448118,120872.14265855911,119726.62202448118,120502.39265855911,,,,
1723831200,40819,40822,40785,40789,,120114.50734152015,120872.14265855911,119922.37238828884,120397.25752342398,,,,
1723831800,40787,40807,40772,40806,,120255.88243247206,120844.22953114599,119922.37238828884,120383.30095971742,,,,
1723832400,40806,40807,40781,40801,,120319.59169609475,120844.22953114599,120319.59169609475,120593.54683883829,,,,
1723833000,40801,40818,40792,40811,,120456.56926746652,121089.17183883829,120342.8641465306,120716.01799268444,,,,
1723833600,40811,40824,40789,40803,,120586.29363007548,121089.17183883829,120586.29363007548,120838.23612455257,,,,
1723834200,40804,40853,40795,40844,,120712.26487731402,121775.97282405997,120587.30041026686,121181.63661716341,,,,
1723834800,40844,40856,40826,40828,,120946.95074723872,121775.97282405997,120863.63949072664,121319.8061573933,,,,
1723835400,40827,40836,40818,40823,,121133.37845231601,121133.37845231601,120336.86171294886,120600.25060183776,,,,
1723836000,40822,40824,40795,40795,,120866.81452707689,120866.81452707689,119361.68929915575,119849.2755060523,,,,
1723836600,40797,40823,40791,40809,,120358.0450165646,120358.0450165646,119361.68929915575,119789.31429915575,,,,
1723837200,40809,40822,40771,40782,,120073.67965786018,120216.93929915575,118832.82165209693,119524.88047562634,,,,
1723837800,40781,40805,40774,40789,,119799.28006674326,120929.38616822596,118832.82165209693,119881.10391016144,,,,
1723838400,40789,40815,40788,40801,,119840.19198845235,121738.99727933707,119840.19198845235,121334.19172378152,,,,
1723839000,40801,40824,40800,40818,,120587.19185611693,122004.6431126704,120587.19185611693,121871.82019600374,,,,
1724074200,40842,40939,40832,40896,,121229.50602606033,127717.13376687601,121229.50602606033,124860.8884397732,,,,
1724074800,40896,40910,40849,40853,,123045.19723291678,127717.13376687601,123045.19723291678,126136.24852097436,,,,
1724075400,40854,40889,40841,40883,,124590.72287694557,126726.60285840606,124555.36327507273,125640.9830667394,,,,
1724076000,40885,40950,40883,40947,,125115.85297184248,129862.07300765978,125115.85297184248,128294.33793303292,,,,
1724076600,40946,40957,40853,40871,,126705.0954524377,129862.07300765978,126705.0954524377,128500.21002689055,,,,
1724077200,40872,40952,40855,40936,,127602.65273966413,129501.06354096667,127138.34704612131,128319.70529354399,,,,
1724077800,40934,40958,40924,40950,,127961.17901660406,130648.85765861374,127961.17901660406,130074.96059979021,,,,
1724078400,40950,40986,40945,40970,,129018.06980819713,132121.040585443,129018.06980819713,131384.94912202837,,,,
1724079000,40970,41023,40969,41008,,130201.50946511276,134625.48502988744,130201.50946511276,133373.26280766522,,,,
1724079600,41007,41010,40979,40982,,131787.386136389,134625.48502988744,131787.386136389,133861.80761053262,,,,
1724080200,40983,41005,40971,41003,,132824.5968734608,134177.33607353072,132824.5968734608,133637.73313235425,,,,
1724080800,41003,41008,40971,40985,,133231.1650029075,134177.33607353072,133231.1650029075,133781.93066812534,,,,
1724081400,40984,41002,40978,40986,,133506.54783551642,133968.81692938658,133386.52526271992,133677.67109605327,,,,
1724082000,40987,40996,40966,40971,,133592.10946578486,133968.81692938658,133205.21692938657,133587.0169293866,,,,
1724082600,40972,40990,40914,40946,,133589.56319758572,133589.56319758572,132012.0853504392,132608.6511399129,,,,
1724083200,40947,40961,40930,40956,,133099.10716874932,133099.10716874932,132012.0853504392,132449.18212463276,,,,
1724083800,40957,40970,40950,40960,,132774.14464669104,133458.97889882632,132774.14464669104,133172.6288988263,,,,
1724084400,40959,40990,40955,40984,,132973.38677275868,134210.6931845406,132973.38677275868,133834.83604168345,,,,
1724085000,40983,41001,40967,40989,,133404.11140722106,134735.39906689356,133404.11140722106,134473.04612571708,,,,
1724085600,40991,41005,40990,41003,,133938.5787664691,135221.39906689356,133938.5787664691,134978.39906689356,,,,
1724086200,41004,41052,41001,41033,,134458.48891668132,136842.57553748178,134458.48891668132,136031.98730218766,,,,
1724086800,41034,41035,41009,41015,,135245.2381094345,136842.57553748178,135245.2381094345,136387.8159220972,,,,
1724087400,41015,41018,40986,41001,,135816.52701576584,135933.05630671256,135034.61880671256,135483.83755671256,,,,
1724088000,41001,41008,40968,40969,,135650.1822862392,135650.1822862392,134077.91880671255,134556.26880671256,,,,
1724088600,40971,40974,40951,40965,,135103.22554647588,135103.22554647588,133366.78837192993,133722.35358932122,,,,
1724089200,40965,40973,40953,40964,,134412.78956789855,134412.78956789855,132910.56337192992,133138.6758719299,,,,
1724089800,40964,40969,40952,40965,,133775.73271991423,133775.73271991423,132910.56337192992,133092.15160722402,,,,
1724090400,40966,40979,40935,40946,,133433.94216356913,133433.94216356913,132019.1943879727,132646.4671152454,,,,
1724091000,40946,40952,40931,40942,,133040.20463940728,133040.20463940728,131534.6705784489,131776.9324832108,,,,
1724091600,40942,40955,40930,40938,,132408.56856130905,132408.56856130905,130992.95057844889,131263.81057844887,,,,
1724092200,40939,40959,40936,40954,,131836.18956987897,131836.18956987897,130992.95057844889,131338.66796975324,,,,
1724092800,40953,40997,40953,40990,,131587.42876981612,133445.21490651215,131587.42876981612,132564.80013378488,,,,
1724093400,40990,40994,40975,40988,,132076.1144518005,133445.21490651215,132076.1144518005,133165.30701177532,,,,
1724094000,40989,40989,40960,40970,,132620.7107317879,132885.39911703847,131984.98532393502,132435.19222048676,,,,
1724094600,40969,40977,40954,40976,,132527.95147613733,132644.98532393502,131984.98532393502,132314.98532393502,,,,
1724095200,40976,40976,40952,40959,,132421.46840003616,132644.98532393502,131683.19365726836,132164.08949060168,,,,
1724095800,40958,40960,40937,40955,,132292.77894531892,132292.77894531892,130960.2806137901,131321.73713552923,,,,
1724096400,40953,40987,40949,40976,,131807.2580404241,132032.5964032638,130960.2806137901,131496.43850852695,,,,
1724097000,40975,41027,40959,41025,,131651.84827447552,136651.94934444028,131651.84827447552,134342.27287385205,,,,
1724097600,41024,41028,40987,40987,,132997.0605741638,136651.94934444028,132997.0605741638,135907.6200761476,,,,
1724098200,40987,40989,40974,40987,,134452.3403251557,135309.2908078549,134452.3403251557,135236.2908078549,,,,
1724160600,40969,41027,40915,40950,,134844.3155665053,135309.2908078549,130481.58991499776,132895.44036142633,,,,
1724161200,40950,41019,40949,40974,,133869.87796396582,133869.87796396582,130481.58991499776,131916.0970578549,,,,
1724161800,40976,41000,40950,40980,,132892.98751091037,134867.46420071204,132892.98751091037,134109.03420071205,,,,
1724162400,40981,40997,40954,40977,,133501.0108558112,134867.46420071204,133501.0108558112,134241.4351309446,,,,
1724163000,40977,40978,40936,40955,,133871.2229933779,133871.2229933779,130560.16796593908,132087.78701355812,,,,
1724163600,40956,40998,40921,40985,,132979.50500346802,132979.50500346802,130560.16796593908,131600.20692697805,,,,
1724164200,40986,41014,40972,40994,,132289.85596522305,134572.9839832551,132289.85596522305,133606.61493563605,,,,
1724164800,40994,41008,40969,40986,,132948.23545042955,134572.9839832551,132948.23545042955,133863.46475248586,,,,
1724165400,40987,40987,40956,40965,,133405.8501014577,133405.8501014577,131693.02616687794,132423.48584429728,,,,
1724166000,40966,40993,40947,40984,,132914.6679728775,132914.6679728775,131693.02616687794,132267.6348625301,,,,
1724166600,40986,40987,40927,40927,,132591.1514177038,132842.2435581823,131320.03522484895,132081.13939151564,,,,
1724167200,40926,40939,40880,40886,,132336.14540460974,132336.14540460974,129407.15386891675,130363.59454688284,,,,
1724167800,40886,40915,40875,40911,,131349.8699757463,131349.8699757463,129407.15386891675,130140.43511891675,,,,
1724168400,40910,40918,40891,40905,,130745.15254733153,130873.71636891675,129878.16081336119,130375.93859113897,,,,
1724169000,40906,40985,40894,40983,,130560.54556923526,131844.31465951505,129878.16081336119,130861.23773643811,,,,
1724169600,40983,40990,40956,40984,,130710.89165283668,132552.03524775035,130710.89165283668,132198.1749536327,,,,
1724170200,40983,40989,40943,40946,,131454.5333032347,132552.03524775035,131164.49176948948,131858.26350861992,,,,
1724170800,40944,40982,40927,40973,,131656.3984059273,132181.65540585312,131164.49176948948,131673.0735876713,,,,
1724171400,40972,40996,40959,40994,,131664.7359967993,133018.02027071797,131664.7359967993,132599.83783828554,,,,
1724172000,40993,40999,40954,40968,,132132.28691754243,133018.02027071797,132132.28691754243,132673.8536040513,,,,
1724172600,40969,40979,40955,40959,,132403.07026079687,132403.07026079687,131634.81193738463,131982.24943738463,,,,
1724173200,40959,40959,40904,40953,,132192.65984909073,132192.65984909073,130550.12102829372,131092.46648283917,,,,
1724173800,40953,40961,40938,40956,,131642.56316596497,131642.56316596497,130550.12102829372,130824.81668046763,,,,
1724174400,40955,40962,40947,40952,,131233.6899232163,131233.6899232163,130600.91233264154,130850.21233264155,,,,
1724175000,40950,40954,40915,40934,,131041.95112792891,131041.95112792891,130042.45079418001,130321.68156341079,,,,
1724175600,40933,40970,40933,40957,,130681.81634566985,130789.28863201785,130042.45079418001,130415.86971309893,,,,
1724176200,40958,40970,40944,40946,,130548.84302938438,130789.28863201785,130320.86555509477,130555.07709355632,,,,
1724176800,40945,40974,40943,40967,,130551.96006147035,131185.96232928833,130320.86555509477,130753.41394219155,,,,
1724177400,40966,41024,40964,41021,,130652.68700183096,132680.96232928833,130652.68700183096,131933.46232928833,,,,
1724178000,41021,41039,41015,41020,,131293.07466555963,132680.96232928833,131293.07466555963,132294.24357928833,,,,
1724178600,41021,41022,40987,40991,,131793.65912242397,131907.52482928833,130919.52482928833,131413.52482928833,,,,
1724179200,40991,40994,40959,40976,,131603.59197585616,131603.59197585616,130260.23911500262,130589.88197214548,,,,
1724179800,40979,40983,40952,40959,,131096.7369740008,131096.7369740008,129511.69072790585,129885.96492145423,,,,
1724180400,40960,40972,40941,40958,,130491.35094772752,130491.35094772752,128883.0939537123,129197.39234080908,,,,
1724181000,40959,40973,40952,40968,,129844.3716442683,129844.3716442683,128883.0939537123,129253.45109656945,,,,
1724181600,40970,40975,40940,40941,,129548.91137041888,129623.8082394266,128550.43681085517,129087.12252514088,,,,
1724182200,40941,40961,40937,40943,,129318.01694777988,129318.01694777988,128550.43681085517,128884.64514418851,,,,
1724182800,40944,40948,40916,40942,,129101.3310459842,129218.85347752184,128361.41597752184,128790.13472752184,,,,
1724183400,40944,40963,40928,40954,,128945.73288675302,131161.70169180757,128361.41597752184,129761.5588346647,,,,
1724184000,40954,40978,40950,40975,,129353.64586070886,132282.57669180757,129353.64586070886,131722.13919180757,,,,
1724184600,40975,40982,40967,40979,,130537.89252625822,132437.74335847422,130537.89252625822,132360.1600251409,,,,
1724247000,41026,41074,40990,40998,,131449.02627569955,132437.74335847422,128571.07669180755,130504.41002514088,,,,
1724247600,41000,41006,40955,40989,,130976.71815042022,130976.71815042022,126398.03747612127,127484.55708396442,,,,
1724248200,40989,41031,40978,41019,,129230.63761719232,129230.63761719232,126398.03747612127,127394.8204949892,,,,
1724248800,41018,41060,40934,40937,,128312.72905609076,128391.60351385712,124806.88922814283,126599.24637099996,,,,
1724249400,40935,40952,40878,40943,,127455.98771354536,127455.98771354536,124806.88922814283,126018.60544435904,,,,
1724250000,40943,40997,40929,40976,,126737.2965789522,129771.65989586936,126737.2965789522,128500.99077822232,,,,
1724250600,40978,41054,40948,41040,,127619.14367858725,133566.71649964296,127619.14367858725,131669.18819775616,,,,
1724251200,41042,41097,40979,40984,,129644.1659381717,133566.71649964296,129588.07243184635,131577.39446574467,,,,
1724251800,40983,40991,40850,40909,,130610.78020195819,130610.78020195819,124272.54051695274,126930.30647439955,,,,
1724252400,40909,40930,40863,40921,,128770.54333817886,128770.54333817886,124272.54051695274,125023.63006919154,,,,
1724253000,40919,40981,40919,40970,,126897.0867036852,128339.0905891723,125774.71962143035,127056.90510530132,,,,
1724253600,40971,40986,40948,40966,,126976.99590449326,128339.0905891723,126976.99590449326,127795.93269443545,,,,
1724254200,40965,40988,40943,40967,,127386.46429946437,128008.43035525417,127252.77479969861,127630.60257747638,,,,
1724254800,40967,40989,40920,40924,,127508.53343847037,128008.43035525417,126877.06803641359,127442.74919583388,,,,
1724255400,40926,40929,40889,40903,,127475.64131715213,127475.64131715213,125558.00553641359,126217.53678641359,,,,
1724256000,40903,40906,40862,40897,,126846.58905178285,126846.58905178285,123947.77826368631,124752.89190004996,,,,
1724256600,40898,40916,40890,40908,,125799.7404759164,125799.7404759164,123947.77826368631,124377.70134060939,,,,
1724257200,40908,40942,40906,40938,,125088.7209082629,125945.2077508658,124807.62441753247,125376.41608419913,,,,
1724257800,40939,40967,40932,40955,,125232.56849623102,126608.93632229436,125232.56849623102,126277.07203658008,,,,
1724258400,40957,40974,40953,40970,,125754.82026640556,127236.31727467531,125754.82026640556,126922.62679848484,,,,
1724259000,40971,40989,40955,40975,,126338.7235324452,127758.81727467531,126338.7235324452,127497.56727467531,,,,
1724259600,40975,40985,40966,40971,,126918.14540356025,127758.81727467531,126918.14540356025,127460.72516941215,,,,
1724260200,40971,40995,40966,40994,,127189.4352864862,127795.59858139037,127162.63306414899,127479.11582276967,,,,
1724260800,40995,41002,40984,40993,,127334.27555462794,127795.59858139037,127288.37635916815,127541.98747027926,,,,
1724261400,40992,41002,40972,40990,,127438.1315124536,127438.1315124536,126795.04302583482,127041.70969250149,,,,
1724262000,40988,40993,40963,40982,,127239.92060247755,127239.92060247755,126241.24302583482,126518.14302583481,,,,
1724262600,40983,40994,40962,40965,,126879.03181415619,126879.03181415619,125618.58677583482,125929.91490083482,,,,
1724263200,40966,41003,40941,40965,,126404.4733574955,126404.4733574955,124175.68355002836,124897.13516293159,,,,
1724263800,40964,40983,40956,40976,,125650.80426021354,125650.80426021354,124175.68355002836,124618.7668833617,,,,
1724264400,40976,41016,40965,41015,,125134.78557178762,126273.32080493034,125061.85021669503,125667.58551081269,,,,
1724265000,41014,41044,40966,40985,,125401.18554130016,126273.32080493034,124475.58362544316,125374.45221518676,,,,
1724265600,40987,41008,40972,41006,,125387.81887824346,125571.00029210983,124475.58362544316,125023.2919587765,,,,
1724266200,41007,41025,40999,41010,,125205.55541850999,126228.51952287907,125205.55541850999,125899.75990749444,,,,
1724266800,41010,41019,40956,40973,,125552.65766300222,126228.51952287907,124500.74174510129,125364.63063399018,,,,
1724267400,40973,40995,40970,40975,,125458.6441484962,125458.6441484962,124500.74174510129,124844.18174510129,,,,
1724268000,40973,40983,40924,40976,,125151.41294679875,126103.43530442333,125151.41294679875,125645.52852476231,,,,
1724268600,40976,40982,40948,40982,,125398.47073578053,126838.14118677627,125398.47073578053,126470.7882455998,,,,
1724269200,40983,40997,40976,40992,,125934.62949069016,127990.28404391912,125934.62949069016,127414.2126153477,,,,
1724269800,40993,41031,40986,40999,,126674.42105301893,130900.68404391911,126674.42105301893,129445.4840439191,,,,
1724270400,40999,41023,40993,40995,,128059.95254846901,130900.68404391911,128059.95254846901,130485.60071058579,,,,
1724271000,40995,41010,40990,41007,,129272.77662952739,130480.11737725245,129272.77662952739,130275.31737725245,,,,
1724333400,41064,41142,41041,41086,,129774.04700338992,134980.57777329205,129774.04700338992,132730.34757527226,,,,
1724334000,41088,41159,40995,40998,,131252.1972893311,134980.57777329205,131079.19972451156,133029.8887489018,,,,
1724334600,40997,41052,40966,41004,,132141.04301911645,133358.24042218598,131079.19972451156,132218.72007334878,,,,
1724335200,41006,41022,40923,40933,,132179.88154623262,133358.24042218598,129355.33133127689,131356.78587673145,,,,
1724335800,40932,40940,40894,40909,,131768.33371148203,131768.33371148203,126632.83133127689,127994.08133127689,,,,
1724336400,40909,40929,40887,40912,,129881.20752137946,129881.20752137946,126632.83133127689,127384.43847413403,,,,
1724337000,40913,40947,40881,40934,,128632.82299775674,129888.5683442639,128136.04561699118,129012.30698062753,,,,
1724337600,40933,40958,40902,40906,,128822.56498919213,129888.5683442639,128305.63977283533,129097.10405854962,,,,
1724338200,40906,40957,40904,40936,,128959.83452387087,129533.413357741,128305.63977283533,128919.52656528816,,,,
1724338800,40936,40968,40907,40914,,128939.68054457952,129533.413357741,128306.7822102,128920.0977839705,,,,
1724339400,40915,40927,40838,40841,,128929.88916427501,128929.88916427501,126466.16423267192,127386.47322143595,,,,
1724340000,40842,40844,40815,40834,,128158.18119285548,128158.18119285548,124596.38837060294,125531.27630163744,,,,
1724340600,40834,40887,40830,40873,,126844.72874724647,126959.335739024,124596.38837060294,125777.86205481348,,,,
1724341200,40874,40890,40797,40806,,126311.29540102997,126959.335739024,123059.84649171217,125009.5911153681,,,,
1724341800,40807,40848,40803,40826,,125660.44325819903,125660.44325819903,123059.84649171217,123794.0687139344,,,,
1724342400,40826,40879,40825,40876,,124727.25598606671,126365.62426948994,124528.29093615661,125446.95760282328,,,,
1724343000,40875,40902,40856,40902,,125087.10679444499,127555.04818253341,125087.10679444499,126960.33622601168,,,,
1724343600,40902,40955,40901,40946,,126023.72151022834,130359.8444788297,126023.72151022834,128957.44633068156,,,,
1724344200,40946,40983,40945,40968,,127490.58392045496,132321.68658409285,127490.58392045496,131340.76553146128,,,,
1724344800,40968,40976,40918,40925,,129415.67472595812,132321.68658409285,129415.67472595812,131538.50123926526,,,,
1724345400,40928,40932,40798,40813,,130477.08798261169,130755.31589443768,126967.3569392138,128861.33641682574,,,,
1724346000,40814,40814,40762,40800,,129669.21219971872,129669.21219971872,125157.43386229072,126062.39540075226,,,,
1724346600,40799,40854,40787,40824,,127865.80380023549,127865.80380023549,125157.43386229072,125864.59804139519,,,,
1724347200,40823,40842,40784,40787,,126865.20092081535,126865.20092081535,125485.08980670657,126028.42601360312,,,,
1724347800,40784,40795,40704,40785,,126446.81346720923,127372.60629022306,125485.08980670657,126428.84804846482,,,,
1724348400,40785,40798,40740,40750,,126437.83075783701,127372.60629022306,125891.82180746444,126632.21404884374,,,,
1724349000,40748,40763,40684,40699,,126535.02240334038,126535.02240334038,123817.08763024925,124854.45471885685,,,,
1724349600,40699,40763,40688,40761,,125694.73856109861,126052.01429691592,123817.08763024925,124934.55096358259,,,,
1724350200,40761,40819,40748,40815,,125314.6447623406,128042.33119832438,125314.6447623406,127047.17274762015,,,,
1724350800,40814,40820,40778,40807,,126180.90875498037,128042.33119832438,126180.90875498037,127624.95619832438,,,,
1724351400,40807,40827,40790,40807,,126902.93247665238,127911.58119832438,126902.93247665238,127559.58119832438,,,,
1724352000,40806,40817,40783,40783,,127231.25683748838,127911.58119832438,126598.06649244203,127254.8238453832,,,,
1724352600,40785,40803,40754,40764,,127243.04034143579,127243.04034143579,125266.63792101346,125932.35220672774,,,,
1724353200,40764,40828,40764,40808,,126587.69627408177,126897.60667101346,125266.63792101346,126082.12229601346,,,,
1724353800,40809,40836,40798,40815,,126334.90928504762,127764.8698289082,126334.90928504762,127331.23824996082,,,,
1724354400,40815,40815,40755,40781,,126833.07376750422,127764.8698289082,125900.53649557487,126832.70316224152,,,,
1724355000,40783,40817,40781,40792,,126832.88846487287,127524.28649557487,125900.53649557487,126712.41149557487,,,,
1724355600,40793,40817,40776,40812,,126772.64998022387,128704.53039801389,126772.64998022387,128114.40844679438,,,,
1724356200,40813,40846,40751,40838,,127443.52921350911,133128.74092432967,127443.52921350911,130916.63566117178,,,,
1724356800,40838,40852,40816,40841,,129180.08243734045,134484.53259099633,129180.08243734045,133806.636757663,,,,
1724357400,40840,40846,40829,40839,,131493.35959750172,134484.53259099633,131493.35959750172,134401.67964981985,,,,
1724419800,41004,41057,40977,41024,,132947.51962366077,138128.20170864338,132947.51962366077,136223.51420864338,,,,
1724420400,41025,41043,40981,40982,,134585.5169161521,138128.20170864338,134585.5169161521,136863.96783767565,,,,
1724421000,40983,41006,40934,40998,,135724.74237691387,137382.62980004124,135599.7339667079,136491.18188337458,,,,
1724421600,41006,41155,41004,41151,,136107.96213014424,144586.603309975,136107.96213014424,140984.6165550081,,,,
1724422200,41149,41255,41113,41127,,138546.28934257617,144586.603309975,138546.28934257617,141960.87091560883,,,,
1724422800,41127,41251,41112,41218,,140253.5801290925,144202.36873706995,139335.13852124262,141768.75362915627,,,,
1724423400,41219,41244,41136,41159,,141011.1668791244,144202.36873706995,140098.8131815144,142150.59095929217,,,,
1724424000,41160,41199,41019,41057,,141580.87891920828,141580.87891920828,135172.25484818107,137635.5340148477,,,,
1724424600,41057,41162,41017,41153,,139608.206467028,139608.206467028,135172.25484818107,137043.3289861121,,,,
1724425200,41153,41187,41114,41182,,138325.76772657005,140953.00586376915,138325.76772657005,139933.70449390615,,,,
1724425800,41181,41307,41126,41296,,139129.7361102381,144788.74067039898,139129.7361102381,142870.87326708407,,,,
1724426400,41297,41301,41249,41254,,141000.30468866107,144788.74067039898,141000.30468866107,143155.47143962976,,,,
